marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_text,review_date,label
US,52117208,R2M4068KI9Q5X3,B00HANX1UQ,631366691,Therm-a-Rest Lumbar Pillow,Outdoors,4,1,2,N,Y,"Excellent back support for those who neeed some lumber help in chairs, cars and planes","Great back support and sturdy. I've used many back supports over the past 20 years this one is very excellent. It fills well and deflates well and it rolls up to a small size, all excellent features. I would have given this product 5 stars but I would prefer a choice of colors and I also don't like the shape that much. It's a dogbone shape and I would prefer  the opposite with more support in the center of the back and a little less width. I have bought three of these in the past year because I like them so much. Also, the McKenzie back support (also very good) has similar limitations in color choice and shape. IF I could give this 4.5 stars I would but just holding back a little for color and shape.",31-08-2015,1
US,23901349,RLXG3SSNRP25R,B00EQUVIYC,265557850,Bell Cocoon 500 Deluxe Bicycle Bike Child Carrier,Outdoors,3,2,2,N,N,Safe and sturdy; pain-in-the-@ss to install,"I purchased this seat for my 2y/o daughter to ride with, so needless to say I was concerned about the other reviewers comments on this seat. However, I was able to install it successfully and felt no concern for my or my daughters safety while riding. It is a sturdy product if installed correctly--and that's the part where I place my critique...<br /><br />The instructions call for an adjustable wrench and a screw driver. Let me tell you, I used ratcheting wrenches, deep-well sockets, flexible bit extension, 1/4&#34; and 1/2&#34; ratchets, and I'm about to use a angle grinder with a cutting wheel to cut down a &#34;too-long&#34; bolt. More about that one later.<br /><br />I understand that this is a universal (and relatively inexpensive) product which has to adapt to many different styles of bicycles while still remaining functional. Remarkably, I was able to install it onto my front fork suspension mountain bike successfully. Here are some of the issues I ran into: First, the instructions are HORRIBLE. The description is rather vague, but at least they could show a picture of the item installed correctly. Rather, they give you just the bare minimum to install the seat correctly. You really need to have your spatial analytic skills down to figure out the correct orientation for each mounting point. Second, if you have a rear derailleur, it will be tricky to mount the rear support tube if any wires run down near any of the mount points suggested in the install. Third, don't tighten down any bolts until you have most of the seat installed since you will be adjusting them constantly. Fourth, once you install the seat, take it for a test run because you'll see that you'll need to adjust it once again depending on your riding style. Fifth, the plastic doesn't like it too much if tighten any screws or bolts against it (as other commenters have noted). Lastly, perhaps its just me and my big fat leg, but there is one bolt near the seat post which despite any amount of adjustment, rubs the inside of my leg as I pedal. I'll be taking the angle grinder to that bolt and cutting off the excess.<br /><br />BUT... like I said, AFTER it's installed, I felt safe and comfortable riding with my child int it.",31-08-2015,1
US,41274835,RD7HN0GQ7S4MP,B001LF3FR8,246547610,ALPS Mountaineering Lightweight Series Self-Inflating Air Pad,Outdoors,1,0,0,N,Y,popped on the first trip,"Popped on the first backpacking trip i took it on, and the patch kit did not fix the problem neither. Probably ok for car camping just not for backpacking.",31-08-2015,1
US,1674175,RD0HUX3SI7YIP,B004RRKAJS,323998398,16 OZ. Klean Kanteen Wide Mouth Vacuum Insulated Water Bottle with Loop Cap AND CAFE CAP - Brushed Stainless Steel,Outdoors,5,0,0,N,Y,I love it! I don't like a plastic bottles,"Clean, kept a warm and a cold and storong!<br />I love it! I don't like a plastic bottles.<br />I recommend this instead buying plastic ones.",31-08-2015,1
US,41748793,RIPZCVD8FOC7V,B00V636QEY,245769737,Topwell® 5000 Lumen 3x CREE 3×L2 XM-L 4 Modes Rechargeable Led USB Headlamps Power bank powered Head Lamps LED Head light Bicycle Light with AC Charger 2pcs 3.7V 18650 3600 Mah Rechargeable Batteries and USB Cable (Convex head),Outdoors,5,0,0,N,Y,Five Stars,great product,31-08-2015,1
US,10702436,R2I7S8W6MPIEMF,B00C4ZBHPQ,786344034,Stansport Stainless Steel Mesh Classifier,Outdoors,5,0,0,N,Y,you won't be disappointed.,"This item is outstanding, well made and robust. I use this for separating stainless steel pins from rifle and pistol brass in a wet cleaning process. The classifier is filled with 10 pounds of stainless steel pins and 15 pounds of rifle/ pistol brass. It is held up without giving way as cheaper models have. Purchase with confidence, you won't be disappointed.",31-08-2015,1
US,16849856,R18YT4AIM91086,B00IZXBZBW,162267049,"Strider - 12 Classic Balance Bike, Ages 18 Months to 3 Years",Outdoors,5,3,4,N,Y,Perfect first bike for two year old boy!,"Purchased this bike for my two year old son, who at the time of receiving the bike was approximately 32 inches tall.  The bike fit him perfectly with the seat post most of the way down, giving lots of room for growth.  We gave him this bike in March and I am not writing this review in August, so this review is with 5-6 months of experience with using the bike.<br /><br />The bike arrived in a relatively small box and assembly was done in 5-10 minutes.  Attached the handlebars and seat post, tighten with a provided allen wrench and done.  The bike is made of solid metal (steel maybe?), is very sturdy but not too heavy for even my toddler.  He is able to pick it up and maneuver it himself.  We have left the bike outside accidentally and the paint and bike is still like new.  A very sturdy bike, a great design and the concept of a balance bike was perfect for my son.  Once he warmed up to the idea of being on the bike, he walked while standing for the first month or so, has since learned to sit and walk and now if quickly catching onto the idea that he can control how fast he goes!!  Last month I raised the seat for the first time and he still has plenty of room to grow with this bike.  We will use this bike until he is ready to transition into a bike with pedals and no training wheels.  He'll be ready thanks to Strider!",31-08-2015,1
US,48786554,R29D3Z6JSQ8P4Z,B00S88IBSO,795071584,Double Walled Vacuum Insulated Stainless Steel Sport Water Bottle(Many Colour Option)-BPA Free,Outdoors,5,0,0,N,Y,THE best bottles!,These are the BEST bottles for keeping ice water icy...overnight! Bonus: NO sweating!!,31-08-2015,1
US,28345695,R2OBQ50B7P1SSW,B00LBZY2W0,1361735,AFUNTA Set Large L 1pc Navy (Black) 1pc Lime (Green) 1pc Purple (Pink) Replacement Bands with Clasps for Fitbit FLEX Only /No tracker/ Wireless Activity Bracelet Sport Wristband Fit Bit Flex Bracelet Sport Arm Band Armband,Outdoors,5,0,0,N,Y,fun designs,Fit my fitbit perfectly and gave me more variety and fun choices. The clips worked well. The material is a little less comfortable than the original band but nothing too big of a deal. just a firmer material.,31-08-2015,1
US,1505455,R1VGPQP7HMWSSP,B00E35Y9P0,49037121,TOPCABIN Double Lock on Locking Bicycle Handlebar Grips Cycle Bicycle Mountain Bike BMX Floding,Outdoors,3,0,0,N,Y,they work fine with one tightened bolt but its just one of ...,when I tried to tighten two of the bolts the grip threads stripped. they work fine with one tightened bolt but its just one of those things.,31-08-2015,1
US,36133355,R9LGKS7TPH9GX,B000BT4F9C,297173239,Saris Bones 801 3-Bike Trunk Mount Rack,Outdoors,5,0,0,N,Y,Works as advertised and would highly recommend,Great product and easy to install.  Purchased for our son who started working beach lifeguard this summer and needed a bike to get around the boardwalk/ocean front.  Rack can be stored easily when not in use and can be installed in minutes.  I needed another rack to carry my bike and my wife's bike (our son is constantly using his) and went right back to Saris and purchased another!,31-08-2015,1
US,4304694,R30WWU542V73XW,B00363PRK6,495699231,Coleman Biscayne Big and Tall Warm Weather Sleeping Bag,Outdoors,5,0,1,N,Y,Great product that's why I bought 2,What can I say...Great product that's why I bought 2.,31-08-2015,1
US,19438146,R2WZISSE8XVT6K,B00DUQ9HU0,289408433,Sea To Summit Premium Silk Travel Liner,Outdoors,3,4,5,N,Y,"It's thin and lightweight, but too expensive for me ...","It's thin and lightweight, but too expensive for me. Also, the material is TOO THIN in my opinion. The silk is so smooth though.",31-08-2015,1
US,17770901,R3P5J33ZCOQ9I3,B003ZJ21VY,294057581,Max Burton 12 Volt 8-Inch Oscillating 2-Speed Fan,Outdoors,5,0,0,N,Y,Five Stars,Super and boat or lawnmower.,31-08-2015,1
US,48255002,R1H98C4JEEOTTV,B000HBMFU0,28745147,Intex Quick-Fill DC Electric Pump,Outdoors,5,0,0,N,Y,Wonderful,"Works great for inflating tubes. Makes the work easy for light, quick, ready to go fun!",31-08-2015,1
US,22146386,R35U8Y9EZXY7GI,B00NG95BDI,508439252,"ABR New Bike Alloy Adjustable Stem Riser 1-1/8"" Rise 31.8 X 117mm for MTB Road Bike",Outdoors,5,0,0,N,Y,Five Stars,"great item,and service",31-08-2015,1
US,36511668,R2A82MVL4H7N3I,B001F5AHKC,70942331,Malone HandiRack Inflatable Universal Roof Top Rack and Luggage Carrier,Outdoors,5,0,0,N,Y,Well constructed and easy to install,Works perfectly for our short 1 mile drive to our launding area.  Well constructed and easy to install.,31-08-2015,1
US,23307180,R1M20UZJJQHJNB,B00L5E1AMW,769026543,Columbia Sportswear Women's Saturday Trail II Plaid Shorts,Outdoors,5,0,0,N,Y,These are great. I am usually a six but these are ...,These are great.  I am usually a six but these are a bit snug so I went with the 8.,31-08-2015,1
US,31011380,R1LZV29VUBFRYV,B00OL1PTPK,705193404,Arbor Genesis Premium Complete Longboard,Outdoors,5,5,5,N,Y,Arbor is on the top!,I love Arbor and all their products. The genesis I just picked up and love it. Super smooth and a real eye catcher. Beware the 38 inch is brown while the 44 is black. Other than that I'm super happy with the purchase.,31-08-2015,1
US,5778581,R25DXHWV827UTD,B00LP8L0LE,48514527,Scuba Clear Dive Mask NEARSIGHTED Prescription RX Optical Lenses,Outdoors,5,0,1,N,Y,Five Stars,fits nice,31-08-2015,1
US,776102,R36N7C0PB04NU3,B002YOQ0O0,183251205,Oakley - Oakley Sunglass Half Jacket Nose Kit,Outdoors,5,0,0,N,Y,Five Stars,Came in on the expected date for delivery and everything was in the box as describe.  Very satisifed,31-08-2015,1
US,33867621,R3OGNRPNE2WA91,B00U4FSO1S,429748625,"Coleman Micro Packer LED Lantern, 100 L",Outdoors,3,2,3,N,Y,Okay Little Light,I have used this camping a few times now and it does a decent job of producing light for our tent.  I suggest reading all the specs as this is much smaller than I anticipated.  I bought one of the old version too and this is brighter (non-scientific based on trying to read using each to measure light).  You would not want to rely on this for camp site light.  For what you get and the price this is okay and I'm happy with my purchase 3.5 stars.,31-08-2015,1
US,20351841,R2XS3FU57IGZVP,B00VNF716M,809901728,"Welltop® 21 LED Handheld UV Blacklight Flashlight / Ultraviolet Flashlight / Stain & Urine Detector Torch - Spot Pet Dog and Cat Urine, Counterfeit Money, Reveals Hidden Stains Bed Bugs Scorpions, Minerals, Leaks (21LED black)",Outdoors,5,0,0,N,Y,Great little blacklight,This mini-sized blacklight has a solid feel. It is a nice quality and easy to use. There is a built-in space for a string so it can be hung up.,31-08-2015,1
US,24498557,R16JS55H6YMWL7,B000WYANAG,410118161,Phil Wood 3-Ounce Grease Tube,Outdoors,5,0,0,N,Y,Five Stars,nice and greasy. more time will tell,31-08-2015,1
US,14176313,R1358NM7JE3LVN,B004M3GDI4,313520564,Petzl E78CHB PIXA 3 Headlamp,Outdoors,5,0,0,N,Y,and the low setting is great for most times when I need light in a ...,"This headlamp certainly does what I need it to.  I work on wind turbines for a living, and the low setting is great for most times when I need light in a dark area/cabinet/junction box, etc. The dial is much easier and faster to operate than a push button, especially when wearing gloves.  It also comes with a clip that's compatible with Petzl hard hats (which we use), so there's no need to buy an extra headband (or headlamp for that matter).  I can slide this one off my hard hat and onto the soft headband that came with it and get right to work. After pivoting, the light stays secure in that position, and it's ruggedly built. If you use it frequently, it does have a tendency to eat batteries - energizer ultimate lithiums lasted about 2.5 - 3 days of almost continual use.  Other than that, I'm loving this headlamp.",31-08-2015,1
US,39144131,R35KAETQ0N6X4O,B00KCK55IU,450117840,Razor E100 Glow Electric Scooter,Outdoors,5,0,0,N,Y,the best birthday ever,"my grandson loves this scooter,the best birthday ever!",31-08-2015,1
US,53077357,R12SYIGS1UAFXU,B00RQQRTSM,827487877,Pacific Breeze Easy Up Beach Tent,Outdoors,5,0,0,N,Y,super easy to set up and take down,thanks for the tent!.  we have been using it every day at the beach this week in the outer banks of nc.  super easy to set up and take down.  i taught my wife how to do it in 2 mins.<br /><br />we took it as checked baggage all the way from san francisco.  it holds up well in the wind (even with the opening facing directly into 15mph with the sand bags filled).  super easy to put over your shoulder<br /><br />great for us who walk to the beach in the sf bay area with small kids...,31-08-2015,1
US,13834864,RMBBI0RO7U5C5,B000HBILB2,842753395,Intex Pillow Rest Raised Airbed with Built-in Pillow and Electric Pump,Outdoors,5,0,0,N,Y,Five Stars,Extremely cheap and usefull.,31-08-2015,1
US,46286458,R38MJHFN3ZIK8R,B000ZOWG62,956741886,Techni Ice HDR 4 Ply Reusable Ice & Heat Packs 6 Sheet Special,Outdoors,5,1,1,N,N,Fill right after you buy them,"Don't let the sheets sit empty after you purchase them. We bought a bunch of sheets for 2 homes. At one home we let them sit unfilled for a couple of years and they no longer will fill completely. No matter how much squeezing we did in warm water, they won't fill. Apparently there's a shelf life to the permeable layer.<br /><br />Otherwise, great product.",31-08-2015,1
US,36047744,RHQU4249S55TS,B00IKAAIW2,263746972,Trailcrest Men's Sherpa Lined Fleece Camouflage Hunting jacket,Outdoors,5,0,0,N,Y,Five Stars,the sleeves are a bit short for me,31-08-2015,1
US,41409413,R2MTG1GCZLR2DK,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,5,0,0,N,Y,Five Stars,As described.,31-08-2015,0
US,49668221,R2HBOEM8LE9928,B000068O48,734576678,"Hosa GPM-103 3.5mm TRS to 1/4"" TRS Adaptor",Electronics,5,0,0,N,Y,It works as advertising.,It works as advertising.,31-08-2015,1
US,12338275,R1P4RW1R9FDPEE,B000GGKOG8,614448099,Channel Master Titan 2 Antenna Preamplifier,Electronics,5,1,1,N,Y,Five Stars,Works pissa,31-08-2015,1
US,38487968,R1EBPM82ENI67M,B000NU4OTA,72265257,LIMTECH Wall charger + USB Hotsync & Charging Dock Cradle desktop Charger for Apple IPOD Shuffle 2nd Generation MP3 Player,Electronics,1,0,0,N,Y,One Star,Did not work at all.,31-08-2015,1
US,23732619,R372S58V6D11AT,B00JOQIO6S,308169188,Skullcandy Air Raid Portable Bluetooth Speaker,Electronics,5,1,1,N,Y,Overall pleased with the item,Works well. Bass is somewhat lacking but is present. Overall pleased with the item.,31-08-2015,0
US,21257820,R1A4514XOYI1PD,B008NCD2LG,976385982,Pioneer SP-BS22-LR Andrew Jones Designed Bookshelf Loudspeakers,Electronics,5,1,1,N,Y,Five Stars,The quality on these speakers is insanely good and doesn't sound muddy when adjusting bass. Very happy with these.,31-08-2015,1
US,3084991,R20D9EHB7N20V6,B00007FGUF,670878953,C2G/Cables to Go 03170 3.5mm F/F Stereo Coupler,Electronics,5,0,0,N,Y,Lifesaver,Wish I could give this product more than five stars. Lifesaver.,31-08-2015,1
US,8153674,R1WUTD8MVSROJU,B00M9V2RMM,508452933,COOLEAD-HDMI Switcher BOX,Electronics,5,0,0,N,Y,Five Stars,works great,31-08-2015,1
US,52246189,R1QCYLT25812DM,B00J3O9DYI,766372886,Philips Wireless Portable Speaker,Electronics,4,0,0,N,Y,Four Stars,Great sound and compact. Battery life seems good. Happy with this product.,31-08-2015,1
US,41463864,R904DQPBCEM7A,B00NS1A0E4,458130381,PlayStation 3 3D Glasses (Super Value 4 Pack),Electronics,4,0,0,N,Y,Four Stars,It works well~~~,31-08-2015,1
US,2781942,R1DGA6UQIVLKZ7,B007B5V092,152891509,"JVC HAFR201A Xtreme Xplosive Deep Bass Earbuds with Mic and Remote, Blue",Electronics,5,0,0,N,Y,Five Stars,Alll good,31-08-2015,1
US,707292,RLQT3V8SMNIBH,B00IODHGVG,717335277,Sylvania Alarm Clock Radio with CD Player and USB Charging,Electronics,5,0,0,N,Y,Five Stars,Love clock radio & CD player.  Easy to operate.,31-08-2015,1
US,31463514,R3T9GZS2TMXZGM,B0035PBHX6,249533961,Coby 8 GB 1.8-Inch Video MP3 Player with FM Radio,Electronics,1,0,0,N,Y,One Star,"Breaks very easily, and takes a while to load music",31-08-2015,1
US,33475055,R24HVAEYP5PLDN,B00K1JJWFO,635791633,"Diamond (Original) SRH77CA 144/440 MHz. Dual-Band High Gain Handheld Antenna Rx: 120~900 MHz. (Gain: 440 Mhz. 2.15 dBi, Max Power: 10 Watts, Length: 15"") SMA",Electronics,5,0,1,N,Y,Five Stars,Excellent gain in radio frequency reception over the stock antenna that came with the radio.,31-08-2015,1
US,16543871,R32KMAPNV5NJPJ,B00S3LJ5EA,659360184,Kingvom 8gb 50 Hours Continuous Playback Mp3 Player with Bluetooth Transmitter Hi-fi Music Player White,Electronics,5,0,0,N,Y,Five Stars,everything I expected for a great price,31-08-2015,1
US,38472651,RC7VLPHUT6UAF,B00B5QNGN6,564421014,JBL Ultra-Portable Speaker with Built-In Bass Port and Wireless Bluetooth Connectivity,Electronics,5,0,0,N,Y,Five Stars,"Love this small speaker with loud volume, great for the beach",31-08-2015,1
US,26946211,R3G1II8P4KGUAR,B00PLE8QF6,685446417,"YIPBOWPT Surface Pro 4 M3 Charger,15V/1.6A 24W OEM Replacement Power Adapter Supply for Microsoft Windows Surface Pro 4 Core M3 Model 1735 Tablet",Electronics,5,0,0,N,Y,great product,works as advertised.... nothing else to really say about it,31-08-2015,1
US,10195727,R1UBFCBUALL6S5,B00GHUSIU6,595255086,StarTech.com Mini USB 2.0 Cable,Electronics,5,0,0,N,Y,Five Stars,very good especially for notebooks with micro hdmi and you want to connect it to a computer screen,31-08-2015,1
US,47386264,R1WI5NISM6GAUG,B0045EJY90,892920832,TEAC CD-P650-B Compact Disc Player with USB and iPod Digital Interface (Black),Electronics,2,4,5,N,Y,It does not copy CD-R s to USB as advertised ...,It does not copy CD-R s to USB as advertised. My CD's were recorded on a Sony machine and properly finalized. They copy on other machines.<br />It repeatedly shows &#34;copy protected wait&#34;.<br />None of my CD-R s are copy protected. I do want a machine that will copy my CD-R collection to USB.,31-08-2015,1
US,13000908,R27F4OF4BIA4LU,B003BT6BM8,631236454,Philips SHS8100/28 Earhook Headphones,Electronics,2,1,1,N,Y,"Did not last long, Stop working within a year ...","Did not last long,  Stop working within a year.",31-08-2015,1
US,42944532,R1OD3VMIZCCADZ,B012VIWG28,676077256,Brainwavz Hengja - The Headphone Desk Hanger,Electronics,5,0,0,N,N,"Simple hanger; clamp is strong, with a pad; hanger swivels to accommodate many possible attachment locations","Can't get any simpler that this.  And it works just about anywhere you can find a flat lip or side panel.  Ideally the lip should be at least 1 3/8&#34; for best stability, but I got it to hold decently well on the short lip of my desk top, which is just 3/4&#34;.<br /><br />Because the front hanger piece can be adjusted to hang parallel or perpendicular, (or any angle in between), to the clamping surface, I was able to get the firmest grip on the side of a bookcase.  My best idea, and where I use it now, is attached to the arm of my executive style office chair, near where it meets the chair back.  I don't knock it with my arm or elbow as I raise/lower/turn in my chair.  It is really a nifty place to stow the headphones--within easy reach, but not a cumbersome location either.<br /><br />It is well-constructed with  good layer of powder coating on the metal.  Hardware looks to be top quality, too.<br /><br />*I received a sample product from Brainwavz.",31-08-2015,1
US,13007636,RBNAN5JL5GFYV,B00FZ1AAUE,27240799,MOUNT FACTORY Articulating Swivel Full Motion TV Wall Mount Bracket for 22-42 inch TV,Electronics,4,0,0,N,Y,Affordable and Functional,"Wish I could tilt it more up & down, but it works fine especially considering the price. Great price, great product. we're going to buy another one for our upstairs TV.",31-08-2015,1
US,49150897,R2DGBZBL7MUX2H,B00F2FHYM0,304108225,HQRP AC Adapter for Horizon Fitness B600 RC30 RC40 B701 Bike Power Supply Cord [UL Listed] + Euro Plug Adapter,Electronics,4,0,0,N,Y,Four Stars,"Good product, but took a week to receive.",31-08-2015,1
US,51334385,R183T292B7A19F,B00P936188,856423969,"Anker 60W 6-Port USB Wall Charger, PowerPort 6 for iPhone X/ 8/ 7 / 6s / Plus, iPad Pro / Air 2 / mini/ iPod, Galaxy S7 / S6 / Edge / Plus, Note 5 / 4, LG, Nexus, HTC and More",Electronics,5,0,0,N,Y,Finally I am organized!!!,"Makes a difference right out of the box. I have 4 mini usb's. One apple old<br />and one apple new style. I plugged this in and keep it hidden away with all<br />of my bluetooth speakers, headphones etc. Fantastic way to keep things<br />charged .....QUICKLY.. and out of place and organized. I like it first for making<br />me organize everything in place ..even though the super fast charge is a<br />definite plus. Comes with sticky tape to hold into place ...so it doesn't move<br />around on shelf. Very happy with purchase.",31-08-2015,1
US,5149738,R3ANQJUUCFYRJH,B0045RU68U,1340028,Seven Star F200 200 Watt 220/240V to 110/120V AC Step Down Travel Converter,Electronics,5,0,0,N,Y,Five Stars,"great product, great service.",31-08-2015,1
US,15241735,R1DMFKFFMO6DYB,B00ESM3ZHG,964813452,Cable Matters (2-in-1) Mini-HDMI + Micro-HDMI to HDMI,Electronics,4,1,1,N,Y,Great HDMI converter,Great little device if you need to convert micro and mini HDMI to full hdmi and down want to buy new cables.<br />So far mine has been working great.<br />Its small in size so its easy to carry with your computer or tablet.<br />It carries audio like all HDMI cables.,31-08-2015,1
US,40862185,R3SQRCBAFSXZW6,B007SP2CO2,595936907,Monoprice 108323 Premium Hi-Fi DJ Style Over-the-Ear Pro Headphone Bundle with 3.5mm to 1/4-Inch Gold-Plated Adapter Plug and Accessories (5 Items),Electronics,3,0,0,N,Y,Excellent sound. Good price,"Excellent sound. Good price. Ear pads are less expensive and non-breathable plastic and not very durable and they're somewhat uncomfortable when wearing over 1/2 hour at a sitting.<br /><br />These Sony headphones are comfortable and will last longer, but I think the sound of the monoprice headphones is slightly better. As grandpa said, &#34;You pays your money and you takes your choice.&#34;*  [[ASIN:B000092YPR Sony MDR-V150 Monitor Series Headphones]]<br /><br />1846 Punch, &#34;The Ministerial Crisis&#34;<br />1884 Huckleberry Finn (Mark Twain)<br /><br />*Thanks to the New York Times<br />ON LANGUAGE; You Pays Yer Money<br />By WILLIAM SAFIRE<br />Published: February 28, 1988",31-08-2015,1
US,2824337,R320LOSTZ3AE3X,B0111ASH0M,386191037,Battery1inc World's Slimmest and Smallest 15W Dual USB Wall Charger Travel Ac Adapter Energy Star Level VI Standards (Patent and UL Certificate Version),Electronics,5,0,0,N,Y,Five Stars,Great Energy Level VI travel charger! Very compact and fast charging. It is the most convenient product I never seen before ! I like it. I am very happy with this seller . Order packed very well and ship fast .Great energy level VI slimmest travel charger . Courteous service !,31-08-2015,1
US,17848234,R62S4IDIH8O25,B002JR2V7C,104180796,Atlantic 74604729 Movie Sleeves,Electronics,5,0,0,N,Y,Love it!,Great space saving solution for consolidating all your DVDs!,31-08-2015,1
US,19504814,RZKFO6N2GH92L,B0002QLDLC,960374854,APC RBC35 Replacement Battery Cartridge 35,Electronics,5,0,0,N,Y,... the battery back up and also the battery fit fine.,This is less expensive than replacing the battery back up and also the battery fit fine.,31-08-2015,1
US,44791277,RZZ0KBVA2N0FY,B00SCCT0FO,158388113,Griffin Griffin Twenty 2.1 Bluetooth Receiver for iPhone and Android - Bluetooth or optical audio streaming to your speakers,Electronics,5,0,0,N,Y,Great Product - Paired with Sonos Connect,"Works great, I wound up pairing this with a Sonos Connect, so I didn't have to but the Connect.Amp.  Puts out enough sound and works amazingly.",31-08-2015,1
US,44732864,R5AZEDVES1VO8,B00NTUEDMY,164310634,Bose Bluetooth Audio Adapter,Electronics,5,0,0,N,Y,"Bose, simple bluetooth audio adapter","Excellent product, performs as advertised.  Receive, read instructions, connect to your audio system with included cables, sync to your Bluetooth device (iPhone 4S), play music, enjoy!  Thank you, enough said.",31-08-2015,1
US,7899951,R334WJP6EMRCYV,B00HNKTVB4,453387157,JBL Flip 2 Portable Bluetooth Speaker,Electronics,5,0,0,N,Y,Five Stars,Excelent purchase.  I recomendm it.,31-08-2015,1
US,14469643,R30XI9KJZ90LBT,B00MCNM934,797514791,Over-the-Ear Headphones with Volume Control,Electronics,5,0,0,N,Y,Cute headphones,Great quality for the price.  I believe they will last the entire school year.  They do not look cheezy at all.,31-08-2015,1
US,8455257,RKBT2Y4X8X9XT,B00TWVM894,25324900,Status Audio HD One Headphones - Noise isolating. Matte finish. Foldable. 2 cables. Mic.,Electronics,5,2,2,N,Y,Great Value and good to look at!,Good looking over the ear headphones that have a surprising deep bass response. I have noticed new bass notes on some of the songs I have been listening to for years. I use them at work to reduce the surrounding noise. A great value.,31-08-2015,1
US,52886527,R2LP6AMJQW1KDV,B005K2TXMO,559201642,FiiO D3 (D03K) Digital to Analog Audio Converter With Micca 6ft Optical Toslink Cable - 192kHz/24bit Optical and Coaxial DAC,Electronics,5,0,0,N,Y,Easy installation and setup - use USB on your TV for power if you can,"Appears to work just great. Used it to connect my LG 55LB6100 TV (which only had digital optical out and poor speakers in the TV), to my Onkyo 8255 receiver (RCA inputs).  I connected the FiiO USB power connect into one of the USB ports on the TV so it only powers on when the TV is on; hopefully this will help with issues I read in other reviews with it dying early from being left on and overheating.",31-08-2015,1
US,15280140,R2WTXV596WTY43,B00RFLXB9Y,251695655,1byone OUS00-0565 Shiny Antenna Super Thin HDTV Antenna with 16.5ft High Performance Coaxial Cable,Electronics,5,0,0,N,Y,Five Stars,"Works great in Charlotte, NC. Received all the major networks crystal clear. Highly recommend :)",31-08-2015,1
US,47168432,R37HSPTMCUJUN4,B00YOZ3APY,13702341,[New Generation] Portable ZHPUAT PU Leather Carrying Hard Case for iPod MP3 Earphone Headphone (Black),Electronics,5,0,0,N,Y,Headphones Case is great,This case is perfect for my Symphonized NRG Premium Headphones. It's small and the colors match the headphones perfectly,31-08-2015,1
US,47537250,R20TC495KA8WVA,B00990Z4W6,57455227,"Crosley CR8005D-BK Cruiser Deluxe Portable 3-Speed Turntable with Bluetooth, Black",Electronics,1,1,1,N,Y,Not happy at all,We bought this for my daughter for her birthday in July.  She turned 13.  She played it 3 times with the new albums she got for her birthday.  She went to listen to some more new albums she bought and it didn't work.  The turntable would not turn!!!  I went to replace this item and I was literally 5 days from the last chance date that I had to return this item.  Not happy at all.  Now she is upset!!!,31-08-2015,1
US,28453953,R2DIL9Q4UDW8MB,B000HDONV2,80976435,"CableWholesale 12-Feet 2 RCA Male/2 RCA Male, Audio Cable (10R2-02112)",Electronics,5,0,0,N,Y,fast delivery,works as expected; well made cable.,31-08-2015,0
US,23429417,R2BETE7J7531X5,B0091JZ8T4,832561883,OrigAudio Rock-It 3.0 Portable Vibration Speaker System for iPod iPhone and Standard 3.5 mm Jack,Electronics,5,0,0,N,Y,Best price and fast shipping,Best price and fast shipping. Great speaker. Very portable - nice to carry around. Try it - You'll like it!!,31-08-2015,1
US,14380991,R1FBO737KD9F2N,B00NG57H4S,213020860,Sony MDRZX110 Noise Cancelling Headphones,Electronics,5,19,23,N,Y,Great noise cancelling headphones for the price!,"Great pair of headphones for the price. If you've ever taken an overnight flight and had trouble sleeping because of the ambient noise, it's amazing what a little noise reduction can do. You can use these headphones without even plugging them in, just for the noise reduction. On the other hand, they sound pretty good as well. I found these phones comfortable enough to wear for several hours straight. All in all, a good investment in peace and quiet!",31-08-2015,1
US,11007967,R2U862KUIMSXXA,B000N5YF9Y,6627090,"Tripp Lite HDMI Extender Equalizer, Active Repeater for Video and Audio 1920x1200,1080p at 24Hz (HDMI F/F)(B122-000)",Electronics,1,0,0,N,Y,One Star,Did not help my problem.,31-08-2015,1
US,13775565,R2P9FU54T7W64J,B00DJG809K,344957619,APC Back-UPS NS 600VA 8-Outlet Power-Saving UPS,Electronics,5,0,3,N,Y,Five Stars,Great product.,31-08-2015,1
US,5217244,R1XHPS2RT3FOYX,B001QNBUA4,483594763,"VideoSecu Universal Satellite Speaker Mounts / Brackets for Walls and Ceilings (White,Black Available)",Electronics,5,0,0,N,Y,Five Stars,Great mounts worked perfectly for my surround sound. ....a must buy,31-08-2015,1
US,10051428,R315Z1T26EA8YK,B003EM6AQE,921315865,Panasonic ErgoFit In-Ear Earbud Headphone,Electronics,5,0,0,N,Y,Great In-Ear Headphones!,I LOVE THESE HEADPHONES! I am totally satisfied with the sound and the fact that they stay in my ears! They are great...and I love the color of course. :),31-08-2015,1
US,107883,R2UFF8TFNORV6Q,B00006L4F1,964934589,"Tripp Lite 6 Outlet Surge Protector Power Strip 2ft Cord & $2,500 INSURANCE (TLP602)",Electronics,5,0,0,N,Y,Cheap and good,Cheap and good,31-08-2015,1
